300 22425 
92 149 2
92 184 1
92 230 -2
92 103 -10
92 185 5
92 160 3
92 129 -4
92 200 -6
92 122 10
92 222 2
92 291 -4
92 238 4
92 281 4
92 251 -5
92 99 8
92 232 4
92 194 8
92 126 0
92 176 5
92 204 8
92 203 7
92 266 2
92 264 -6
92 297 8
92 143 1
92 253 8
92 106 5
92 159 -3
92 116 -10
92 94 5
92 162 -10
92 121 2
92 125 -7
92 138 -7
92 224 -9
92 219 -1
92 234 -9
92 181 10
92 156 5
92 210 8
92 256 1
92 287 -8
92 191 -1
92 269 0
92 139 10
92 111 3
92 101 7
92 175 8
92 261 -9
92 198 -4
92 263 -10
92 93 9
92 271 -3
92 240 3
92 130 2
92 231 4
92 293 7
92 124 5
92 245 2
92 157 10
92 267 4
92 168 5
92 196 -8
92 202 -5
92 132 7
92 165 -5
92 298 10
92 173 -5
92 167 2
92 233 -3
92 158 6
92 258 -10
92 268 4
92 237 10
92 254 -9
92 136 -8
92 247 7
92 201 -7
92 296 10
92 249 9
92 153 5
92 248 6
92 192 -1
92 190 8
92 146 -9
93 165 2
93 245 -8
93 232 5
93 100 6
93 264 -7
93 258 5
93 294 1
93 158 6
93 112 3
93 250 -10
93 128 10
93 141 7
93 278 6
93 241 9
93 289 5
93 102 6
93 220 -7
93 246 -10
93 156 -9
93 138 -7
93 178 3
93 159 10
93 230 10
93 243 10
93 296 7
93 279 7
93 164 -4
93 115 10
93 131 -9
93 249 -3
93 147 -3
93 96 5
93 223 2
93 274 -3
93 142 6
93 266 4
93 171 -6
93 132 -2
93 238 3
93 202 5
93 299 -10
93 229 6
93 225 -10
93 233 -7
93 204 -2
93 129 10
93 218 0
93 271 6
93 188 8
93 196 10
93 212 1
93 154 8
93 227 3
93 113 3
93 166 -1
93 256 -8
93 109 1
93 275 -10
93 169 -7
93 120 2
93 268 8
93 276 8
93 110 -9
93 292 3
93 194 6
93 269 -5
93 272 4
93 183 7
93 157 4
93 239 -5
93 215 -1
93 257 -2
93 277 -8
93 259 -9
93 287 5
93 263 3
93 280 5
93 140 -4
93 143 2
93 286 -4
93 170 9
93 155 9
93 172 5
93 153 0
93 184 6
93 267 8
93 103 -1
93 119 8
93 150 3
93 148 2
93 224 -7
93 201 2
93 231 8
93 195 -4
93 133 4
93 248 2
93 199 -2
93 300 -10
93 253 -1
93 149 -8
93 209 -3
93 146 4
93 175 -2
93 95 1
93 197 9
93 137 0
93 226 -3
93 207 4
94 122 4
94 211 0
94 188 -4
94 282 7
94 197 5
94 112 -6
94 194 1
94 270 3
94 244 3
94 150 -3
94 124 -9
94 99 1
94 137 0
94 163 -8
94 98 5
94 241 -2
94 126 3
94 106 7
94 121 -2
94 267 -3
94 118 -10
94 283 -1
94 168 -7
94 227 7
94 205 6
94 240 -10
94 169 7
94 114 10
94 272 -7
94 230 -10
94 212 3
94 264 -2
94 160 10
94 97 1
94 133 10
94 193 5
94 136 -8
94 115 -8
94 207 5
94 185 -8
94 251 0
94 144 0
94 222 4
94 134 2
94 174 -9
94 177 -4
94 143 0
94 203 -10
94 191 3
94 256 2
94 132 2
94 216 10
94 151 6
94 198 5
94 288 10
94 186 -2
94 96 -10
94 281 -10
94 220 -10
94 221 9
94 187 2
94 296 -7
94 158 10
94 176 6
94 210 9
94 148 -4
94 206 -10
94 140 9
94 101 10
94 228 -7
94 219 3
94 277 -1
94 196 -7
94 127 9
94 280 -9
94 246 9
94 223 4
94 266 -4
94 130 8
94 200 9
94 105 6
94 172 7
94 249 -8
94 204 7
94 184 -3
94 195 0
94 145 4
94 274 -9
94 111 -5
94 254 -10
94 199 10
94 165 -1
94 175 2
94 293 -7
94 226 -6
94 242 -10
94 141 -5
94 271 0
94 171 6
94 173 -6
94 245 8
94 294 10
94 213 -9
94 260 10
94 152 -3
94 235 -8
94 117 10
94 217 -3
94 157 4
94 103 -5
94 253 5
95 150 -10
95 213 -4
95 212 -9
95 197 8
95 123 4
95 241 1
95 169 4
95 259 9
95 145 0
95 196 -3
95 230 -4
95 146 9
95 209 10
95 226 1
95 224 3
95 244 10
95 276 4
95 126 -5
95 264 0
95 253 -6
95 182 -6
95 247 6
95 300 6
95 268 -2
95 233 -6
95 299 1
95 206 -9
95 163 -7
95 155 10
95 128 -8
95 238 8
95 174 5
95 101 8
95 109 -9
95 250 -10
95 235 -8
95 231 -1
95 192 -5
95 211 -3
95 121 8
95 294 7
95 133 -7
95 260 -4
95 180 5
95 151 0
95 102 1
95 208 -8
95 139 1
95 295 2
95 284 -4
95 195 -9
95 98 6
95 97 0
95 141 0
95 207 9
95 120 -3
95 202 0
95 205 10
95 183 -9
95 152 -3
95 191 -7
95 214 -10
95 204 10
95 242 -5
95 111 -1
95 218 -3
95 112 0
95 292 0
95 127 -2
95 117 -1
95 140 -9
95 157 1
95 246 8
95 220 7
95 160 1
95 271 10
95 142 -3
95 225 10
95 173 4
95 266 -1
95 227 6
95 263 -6
95 201 4
95 114 -5
95 168 0
95 289 -3
95 116 4
95 285 7
95 113 -7
95 228 -8
95 257 5
95 272 -2
95 287 -8
95 176 -6
95 229 -2
95 171 -3
95 236 5
95 161 -10
95 216 6
95 262 -3
95 240 -1
95 178 9
95 193 5
95 210 8
95 296 8
95 249 8
95 134 2
96 240 7
96 225 5
96 280 1
96 261 -7
96 127 -9
96 143 -10
96 160 9
96 289 0
96 150 -7
96 258 -5
96 136 -5
96 187 0
96 275 0
96 284 -1
96 226 -2
96 183 -9
96 104 -5
96 254 -6
96 216 -6
96 176 7
96 197 7
96 271 1
96 113 1
96 112 8
96 134 9
96 137 10
96 272 -1
96 149 6
96 296 3
96 171 8
96 130 10
96 151 6
96 293 5
96 266 2
96 192 10
96 237 3
96 146 -1
96 274 6
96 199 0
96 264 3
96 181 -6
96 190 3
96 177 7
96 180 -10
96 257 -4
96 164 -3
96 253 -10
96 220 -6
96 100 -1
96 277 -10
96 162 -3
96 247 6
96 178 -5
96 295 -1
96 99 5
96 294 0
96 179 6
96 116 8
96 161 5
96 125 -4
96 214 7
96 115 -3
96 279 -5
96 107 6
96 118 9
96 141 2
96 260 4
96 154 -1
96 208 -1
96 299 4
96 108 6
96 126 -5
96 159 -8
96 138 9
96 139 0
96 219 -8
96 206 3
96 239 4
96 169 5
96 222 -9
96 156 -7
96 276 2
96 250 9
96 173 6
96 167 -9
96 148 -8
96 229 -6
96 256 9
96 202 -7
96 117 9
96 158 8
96 259 0
96 201 -2
96 114 -10
97 164 2
97 295 10
97 162 9
97 148 4
97 177 -10
97 193 5
97 163 -7
97 111 10
97 271 -7
97 266 10
97 189 9
97 120 10
97 249 10
97 222 8
97 195 9
97 255 10
97 138 2
97 265 7
97 103 1
97 149 -9
97 98 6
97 202 10
97 228 -2
97 137 2
97 109 -9
97 141 -3
97 110 5
97 152 -7
97 108 -8
97 247 4
97 233 -4
97 114 -7
97 251 -9
97 200 0
97 145 -6
97 226 0
97 229 7
97 146 -2
97 214 -2
97 178 4
97 203 4
97 136 6
97 286 -6
97 127 -7
97 268 -5
97 248 7
97 269 8
97 123 2
97 204 -5
97 115 -6
97 221 6
97 235 8
97 273 2
97 197 -8
97 124 3
97 215 -1
97 168 4
97 131 -6
97 144 -2
97 244 -2
97 99 -1
97 285 8
97 155 -2
97 209 -9
97 259 -2
97 278 -2
97 293 -2
97 181 6
97 212 1
97 211 -5
97 160 -3
97 198 3
97 166 6
97 142 -9
97 154 -5
97 252 -10
97 170 -10
97 187 -2
97 246 -2
97 261 -5
97 161 -4
97 174 7
97 277 -2
97 101 3
97 234 -4
97 100 -4
97 225 2
97 188 -6
97 208 4
97 217 1
97 291 2
97 263 -6
97 279 -3
97 241 -5
97 275 -5
97 284 6
97 132 3
98 118 -10
98 141 -5
98 112 -6
98 178 -9
98 296 -4
98 189 3
98 246 -5
98 251 -3
98 134 6
98 182 -8
98 159 -2
98 157 2
98 167 7
98 234 -1
98 191 0
98 297 -7
98 133 8
98 106 -5
98 175 -5
98 113 -6
98 130 -5
98 116 1
98 137 9
98 109 -7
98 163 -6
98 115 -10
98 232 -9
98 172 8
98 273 4
98 120 -9
98 255 -8
98 239 8
98 153 -8
98 219 8
98 206 -6
98 272 3
98 243 9
98 186 -8
98 205 -6
98 282 -9
98 202 1
98 200 -7
98 183 -4
98 181 4
98 110 -5
98 173 1
98 259 0
98 257 -5
98 280 -6
98 250 6
98 244 2
98 158 9
98 216 6
98 227 -4
98 254 8
98 229 8
98 114 6
98 292 1
98 184 -1
98 169 8
98 294 -3
98 177 6
98 278 0
98 107 7
98 207 1
98 129 -5
98 275 -5
98 127 1
98 142 2
98 211 5
98 261 6
98 168 -1
98 271 0
98 190 1
98 256 -3
98 147 -1
98 230 0
98 146 0
98 156 6
98 237 -5
98 136 0
98 215 6
98 193 5
98 103 -1
98 150 -4
98 238 0
98 149 8
98 124 10
98 249 4
98 291 -5
98 126 -3
98 300 -4
98 223 10
98 268 8
98 288 -2
98 140 1
98 180 6
98 203 7
99 281 10
99 139 7
99 248 -9
99 203 -1
99 154 0
99 296 -9
99 134 3
99 144 -2
99 132 7
99 291 7
99 116 2
99 232 -7
99 180 -8
99 214 2
99 135 7
99 128 3
99 226 -4
99 260 -1
99 111 -5
99 282 0
99 119 5
99 278 -2
99 193 -1
99 252 4
99 121 2
99 259 0
99 242 -5
99 176 -6
99 249 -1
99 271 10
99 168 10
99 225 9
99 199 -6
99 293 -9
99 182 7
99 151 7
99 289 6
99 197 -4
99 147 5
99 237 7
99 123 4
99 239 -10
99 130 3
99 156 -8
99 200 -6
99 163 -7
99 173 9
99 292 2
99 261 -9
99 285 -6
99 298 0
99 120 4
99 294 -10
99 158 3
99 204 2
99 112 -1
99 166 -3
99 245 -1
99 265 6
99 276 -9
99 114 2
99 174 -6
99 251 -7
99 159 0
99 222 10
99 290 -3
99 105 -9
99 247 -9
99 246 1
99 262 -3
99 219 1
99 268 -3
99 218 9
99 231 6
99 288 0
99 201 -10
99 155 -9
99 106 -7
99 295 -2
99 146 10
99 138 1
99 273 -5
99 280 -5
99 181 5
99 143 8
99 131 -9
99 258 -7
99 192 -3
99 172 8
99 230 -5
99 141 -8
99 160 -7
100 180 -9
100 229 2
100 160 -8
100 288 10
100 294 1
100 112 0
100 197 -10
100 176 5
100 293 -3
100 296 -4
100 277 -2
100 238 3
100 267 10
100 138 -8
100 137 -9
100 263 5
100 230 -6
100 111 -10
100 147 8
100 177 10
100 144 -6
100 188 4
100 272 5
100 140 3
100 239 -5
100 299 -5
100 202 4
100 222 -9
100 237 1
100 115 10
100 162 4
100 145 4
100 261 8
100 280 9
100 223 -3
100 243 5
100 169 -1
100 253 -1
100 130 7
100 119 -9
100 171 -4
100 185 -1
100 285 -5
100 297 -3
100 271 5
100 155 -6
100 179 -9
100 268 7
100 116 -1
100 101 -5
100 300 9
100 178 9
100 170 7
100 247 -6
100 109 -2
100 217 8
100 106 0
100 225 5
100 244 -8
100 212 -4
100 279 -1
100 175 -9
100 255 -4
100 203 -8
100 199 8
100 102 -9
100 108 7
100 291 -4
100 132 3
100 194 -9
100 262 6
100 284 -9
100 149 3
100 135 9
100 183 -1
100 148 -9
100 117 -1
100 241 -10
100 107 8
100 173 -4
100 136 -8
100 231 10
100 259 0
100 190 -9
100 256 5
100 220 -1
100 189 6
100 120 -3
100 123 8
100 184 -4
100 154 -9
100 127 8
100 252 -7
100 236 -4
100 200 7
100 218 -3
100 139 5
100 186 -7
100 142 0
100 122 1
100 295 -9
100 274 -3
100 150 -9
100 204 -5
100 287 2
100 206 5
100 168 2
100 104 2
101 209 -3
101 177 -3
101 257 -10
101 115 3
101 208 -9
101 167 -9
101 164 6
101 123 2
101 201 -2
101 157 3
101 126 -5
101 190 -9
101 163 5
101 113 -6
101 254 8
101 129 -6
101 111 -5
101 261 7
101 149 6
101 136 -6
101 267 6
101 237 -6
101 232 -3
101 108 -5
101 258 10
101 250 -9
101 245 8
101 246 8
101 120 10
101 274 5
101 185 4
101 152 -8
101 107 -6
101 297 0
101 130 -10
101 285 6
101 226 5
101 298 -5
101 268 -10
101 116 -8
101 150 -1
101 289 9
101 172 -9
101 224 -4
101 219 -10
101 117 0
101 270 -2
101 240 -8
101 217 -3
101 142 1
101 196 6
101 205 10
101 118 -8
101 220 6
101 210 -2
101 166 3
101 141 -5
101 184 -2
101 137 -3
101 194 -6
101 197 4
101 119 7
101 251 10
101 151 -9
101 135 8
101 112 -10
101 291 -4
101 125 -1
101 143 -7
101 215 -10
101 131 -7
101 176 -9
101 234 -10
101 279 1
101 296 2
101 193 3
101 173 5
101 178 9
101 256 -4
101 186 5
101 214 -8
101 140 5
101 114 -2
101 236 -6
101 159 0
101 162 4
101 264 10
101 158 1
101 221 -9
101 105 -6
102 142 1
102 236 8
102 286 -6
102 163 -7
102 137 -5
102 234 -9
102 300 9
102 181 1
102 287 2
102 106 -8
102 216 -2
102 105 -3
102 263 0
102 195 -5
102 246 -9
102 207 0
102 189 -3
102 247 6
102 248 -5
102 280 -8
102 203 -5
102 164 6
102 296 -1
102 260 9
102 172 -5
102 228 10
102 233 -7
102 225 8
102 278 8
102 245 0
102 270 -10
102 197 1
102 120 5
102 150 9
102 256 -8
102 242 -7
102 107 3
102 149 -6
102 191 0
102 198 -4
102 128 5
102 254 -3
102 202 1
102 108 -4
102 241 0
102 156 2
102 223 10
102 158 -1
102 109 -2
102 268 1
102 157 0
102 143 10
102 272 -2
102 295 -6
102 205 0
102 144 0
102 178 0
102 124 7
102 221 -7
102 249 9
102 291 5
102 133 -8
102 210 1
102 213 5
102 135 -2
102 130 -1
102 224 1
102 215 9
102 165 10
102 292 -6
102 170 6
102 253 5
102 148 9
102 298 -9
102 239 -4
102 167 -10
102 168 -5
102 267 10
102 141 5
102 220 -7
102 244 0
102 274 0
102 227 -10
102 219 -1
102 289 -1
102 126 9
102 132 -8
102 186 10
102 175 7
102 183 -9
102 116 9
102 185 4
102 169 -4
102 262 10
102 188 7
102 110 5
102 146 10
102 194 -4
102 255 9
102 259 -3
102 229 1
102 161 0
102 230 -6
102 127 -10
103 205 -5
103 110 -6
103 203 -3
103 202 2
103 174 10
103 157 -5
103 260 5
103 105 1
103 200 5
103 132 -8
103 263 6
103 255 0
103 229 2
103 135 9
103 178 -5
103 275 -2
103 204 3
103 253 -1
103 274 10
103 146 4
103 230 4
103 142 6
103 134 -2
103 215 -2
103 238 -4
103 126 -4
103 267 3
103 147 7
103 240 -5
103 114 -5
103 250 8
103 180 -9
103 162 -8
103 119 -7
103 231 -7
103 269 -3
103 168 1
103 247 5
103 195 0
103 208 -8
103 291 9
103 109 -8
103 251 10
103 227 -4
103 232 1
103 181 -8
103 256 -3
103 188 1
103 127 6
103 228 -10
103 280 -2
103 123 -1
103 273 7
103 190 2
103 235 1
103 292 -4
103 164 -9
103 172 -1
103 120 1
103 175 10
103 153 -4
103 213 8
103 259 5
103 286 7
103 234 -4
103 150 -6
103 185 -6
103 113 -4
103 173 9
103 187 -4
103 199 -10
103 298 5
103 133 -6
103 210 -2
103 222 10
103 257 -9
103 276 9
103 268 -3
103 294 0
103 209 10
103 289 -5
103 137 9
103 243 -9
103 290 -8
103 214 10
103 217 8
103 118 9
103 221 -10
103 189 7
103 283 2
103 237 -2
103 177 -4
103 293 -8
103 252 -9
103 151 -2
103 111 9
103 279 -3
103 241 2
103 248 5
103 212 5
103 143 8
103 107 -9
103 216 -10
104 145 -1
104 271 -7
104 243 5
104 283 6
104 126 -7
104 183 -4
104 124 -1
104 207 2
104 171 0
104 116 -4
104 191 -4
104 234 -8
104 229 -4
104 233 1
104 173 -8
104 172 6
104 259 -10
104 206 -7
104 186 4
104 222 -2
104 141 4
104 161 10
104 198 -3
104 147 -6
104 255 -9
104 137 -10
104 252 1
104 164 -5
104 187 -3
104 138 -4
104 274 -6
104 162 5
104 155 2
104 262 -5
104 190 -3
104 121 8
104 154 -8
104 129 -1
104 294 3
104 123 -9
104 180 -2
104 192 -7
104 235 1
104 112 -10
104 257 -3
104 149 -1
104 212 4
104 279 3
104 249 -5
104 245 0
104 265 -1
104 263 9
104 122 4
104 140 -7
104 128 -4
104 168 -3
104 146 6
104 264 6
104 160 7
104 227 -5
104 179 10
104 231 -1
104 218 -7
104 286 6
104 287 -2
104 211 -1
104 107 -5
104 232 -9
104 125 1
104 200 10
104 119 -4
104 106 -10
104 201 -4
104 114 -5
104 216 4
104 204 8
104 165 3
104 242 -1
104 268 2
104 148 10
104 113 -6
104 205 0
104 199 -10
104 278 3
104 246 0
104 238 -10
104 144 -1
104 282 7
104 132 9
104 117 8
104 108 10
104 244 -3
104 299 -10
104 208 -7
105 165 2
105 175 -8
105 200 10
105 131 -1
105 116 5
105 187 7
105 294 -1
105 238 9
105 167 3
105 289 -8
105 292 7
105 170 -7
105 259 -3
105 277 5
105 280 7
105 263 -6
105 162 -4
105 282 6
105 247 -3
105 113 2
105 163 -10
105 290 6
105 298 -5
105 107 -7
105 209 3
105 199 -3
105 109 -7
105 134 6
105 144 -8
105 233 10
105 128 10
105 157 0
105 224 -4
105 110 8
105 153 -9
105 293 -10
105 194 0
105 269 -7
105 192 7
105 239 8
105 206 -7
105 241 5
105 236 -10
105 285 1
105 179 -1
105 229 -8
105 198 -4
105 154 -8
105 216 -5
105 138 -7
105 211 -4
105 189 0
105 257 10
105 275 2
105 272 -8
105 215 7
105 122 5
105 142 1
105 237 -4
105 146 4
105 253 -2
105 188 0
105 250 5
105 245 5
105 260 9
105 297 2
105 137 2
105 279 0
105 217 -6
105 288 -2
105 244 5
105 186 -1
105 300 2
105 235 8
105 276 2
105 156 0
105 183 -2
105 115 7
105 106 -1
105 181 -3
105 268 -5
105 166 9
105 227 -3
105 150 -1
105 174 3
105 182 -10
105 132 -4
105 129 -10
105 135 2
105 299 -1
105 121 -1
105 196 -7
105 264 3
105 197 2
105 169 1
105 119 -8
105 203 -8
105 160 -1
105 228 1
105 246 -2
105 262 1
105 225 1
105 278 7
106 243 -4
106 270 -6
106 179 -3
106 232 -1
106 268 6
106 160 -1
106 174 10
106 140 -4
106 118 -2
106 141 -2
106 193 3
106 139 4
106 168 -1
106 110 1
106 274 -5
106 185 -1
106 113 -9
106 233 3
106 228 2
106 278 -8
106 221 -9
106 206 4
106 175 8
106 192 -2
106 247 10
106 219 10
106 137 -9
106 201 -9
106 177 -4
106 283 5
106 133 -10
106 121 9
106 287 2
106 209 -6
106 169 4
106 291 1
106 284 9
106 224 0
106 260 -3
106 124 8
106 171 -8
106 162 -7
106 237 -6
106 125 -3
106 261 -8
106 252 3
106 161 -8
106 213 1
106 120 9
106 108 -4
106 277 4
106 264 10
106 299 -1
106 156 -8
106 259 1
106 300 -1
106 225 6
106 187 7
106 269 6
106 212 9
106 197 5
106 203 3
106 285 10
106 163 -5
106 182 0
106 214 -4
106 262 -5
106 215 9
106 112 3
106 122 -9
106 186 1
106 240 2
106 115 -6
106 227 -7
106 258 10
106 272 1
106 176 -8
106 275 -1
106 172 -4
106 119 10
106 266 1
106 128 1
106 143 6
106 129 8
106 271 -9
106 127 -3
106 204 1
106 276 -9
106 256 -3
106 202 7
106 294 -7
106 216 9
106 194 6
106 296 -4
106 126 -8
106 295 7
106 109 1
106 229 0
106 138 -3
106 293 10
107 259 9
107 194 -1
107 146 -9
107 236 8
107 228 -3
107 160 10
107 213 3
107 139 10
107 166 6
107 267 4
107 137 0
107 175 1
107 164 8
107 192 10
107 212 0
107 215 -8
107 129 5
107 206 -9
107 249 6
107 229 -4
107 193 5
107 147 5
107 116 -10
107 110 -7
107 138 7
107 171 6
107 220 2
107 250 -7
107 234 -9
107 257 5
107 162 -1
107 283 0
107 202 -1
107 222 8
107 205 -9
107 126 -5
107 127 10
107 298 7
107 216 -1
107 285 -2
107 297 2
107 128 -3
107 270 1
107 203 -2
107 226 -7
107 265 -7
107 223 8
107 260 -2
107 124 4
107 299 0
107 130 8
107 188 3
107 183 9
107 230 -5
107 287 2
107 208 -2
107 149 6
107 132 -4
107 263 -3
107 174 8
107 185 4
107 286 -7
107 211 -2
107 276 6
107 134 8
107 157 -4
107 148 3
107 251 10
107 284 4
107 238 -10
107 209 -9
107 140 -2
107 280 3
107 184 5
107 144 -9
107 271 9
107 131 4
107 201 -6
107 204 0
107 256 1
107 133 4
107 218 6
107 120 3
107 190 2
107 153 -2
107 187 0
107 186 4
107 294 -8
107 210 9
107 122 -6
107 266 -10
107 288 -10
107 274 -4
107 273 2
107 264 10
107 300 -3
107 233 9
107 255 -7
107 161 8
107 277 3
107 281 -3
107 176 -6
107 114 2
108 242 -2
108 192 -4
108 279 -6
108 223 8
108 211 -2
108 112 -10
108 251 2
108 228 1
108 274 2
108 191 -2
108 297 -1
108 180 -6
108 115 1
108 256 -3
108 129 -8
108 300 -1
108 135 -5
108 230 -1
108 298 0
108 157 3
108 194 1
108 243 7
108 285 6
108 121 9
108 270 -2
108 267 -6
108 155 4
108 245 8
108 236 1
108 259 -3
108 185 -8
108 148 8
108 134 -4
108 183 -10
108 207 -10
108 293 6
108 198 -5
108 268 9
108 161 -4
108 229 -3
108 239 3
108 142 10
108 280 -7
108 283 -1
108 172 -7
108 254 -6
108 160 -6
108 224 -1
108 145 -8
108 162 5
108 125 -5
108 225 -10
108 232 5
108 261 -2
108 170 9
108 169 9
108 128 -7
108 221 -2
108 275 3
108 286 -6
108 168 8
108 131 -9
108 196 -9
108 111 2
108 154 2
108 273 -4
108 206 7
108 137 -4
108 140 -10
108 213 -3
108 231 6
108 288 -10
108 272 9
108 281 -1
108 114 5
108 153 3
108 152 5
108 136 9
108 109 4
108 294 0
108 173 -7
108 299 7
108 178 -5
108 177 -6
108 217 -5
108 250 3
108 150 2
108 156 -8
108 263 7
108 189 -7
108 188 -2
108 210 -5
108 123 -3
108 218 8
108 247 6
108 284 -3
108 164 3
108 119 -9
108 276 9
108 222 9
108 171 -6
108 244 5
108 282 -4
108 193 1
108 197 3
108 249 -5
108 216 -2
108 271 10
108 181 4
108 248 4
108 163 1
108 187 5
108 199 7
108 233 -2
108 287 5
109 218 -10
109 213 -1
109 263 -2
109 234 3
109 192 -7
109 282 6
109 233 3
109 159 7
109 248 5
109 229 1
109 257 2
109 197 -7
109 269 2
109 249 -6
109 289 -10
109 288 5
109 187 8
109 150 5
109 133 -3
109 246 0
109 115 -1
109 136 4
109 225 -3
109 285 2
109 254 8
109 196 5
109 200 4
109 261 10
109 252 1
109 284 3
109 121 -6
109 275 0
109 119 -2
109 111 9
109 157 -4
109 271 8
109 113 -3
109 174 -3
109 141 5
109 242 -10
109 110 10
109 228 9
109 114 10
109 186 3
109 139 -5
109 280 -7
109 253 -9
109 245 3
109 273 6
109 183 3
109 137 4
109 230 9
109 212 -2
109 177 -1
109 267 -8
109 130 5
109 260 -4
109 238 -3
109 231 -2
109 256 -1
109 206 1
109 138 -7
109 198 -3
109 220 4
109 265 -10
109 244 9
109 250 -1
109 140 -10
109 125 0
109 184 -8
109 204 -3
109 297 -3
109 120 -10
109 247 -9
109 145 10
109 152 7
109 151 -1
109 156 -9
109 292 5
109 161 -4
109 178 -7
109 158 -7
109 243 -3
109 291 5
109 188 -5
109 122 2
109 286 2
109 189 -9
109 298 1
109 176 4
109 274 7
109 195 4
109 259 5
109 148 -10
109 224 -2
109 194 1
110 167 -4
110 155 -10
110 138 8
110 193 -5
110 252 7
110 216 -1
110 230 5
110 236 2
110 142 1
110 300 -3
110 292 -3
110 248 -8
110 254 -1
110 173 -10
110 255 -4
110 178 6
110 126 8
110 238 -9
110 269 -10
110 114 5
110 275 4
110 264 0
110 170 -10
110 122 9
110 208 3
110 147 10
110 278 8
110 159 -10
110 191 -1
110 177 5
110 119 9
110 263 -6
110 116 -6
110 131 -3
110 198 4
110 141 -4
110 299 -10
110 217 -8
110 149 1
110 196 3
110 121 2
110 279 -1
110 176 -1
110 258 9
110 253 2
110 284 8
110 160 6
110 212 -6
110 260 -2
110 227 0
110 249 -7
110 186 2
110 288 6
110 234 5
110 192 1
110 153 -10
110 223 1
110 221 -1
110 164 -5
110 112 4
110 241 1
110 219 -1
110 205 6
110 290 -3
110 242 8
110 151 7
110 296 1
110 220 8
110 251 1
110 199 -5
110 218 4
110 237 3
110 140 10
110 117 4
110 154 -3
110 209 -8
110 213 7
110 111 -10
110 124 0
110 266 -4
110 281 0
110 203 -1
110 289 -8
110 139 -5
110 133 9
110 184 -4
110 161 9
110 268 -6
110 152 0
110 179 1
110 137 2
110 265 4
110 132 0
110 145 -9
110 247 -8
110 144 -5
110 200 -6
110 256 -1
110 293 0
110 180 2
110 174 4
111 171 -8
111 293 -1
111 196 -3
111 230 0
111 147 -1
111 161 9
111 216 -4
111 135 7
111 153 5
111 239 -8
111 300 10
111 255 -6
111 291 -9
111 272 -10
111 129 -1
111 189 -2
111 225 8
111 201 6
111 223 7
111 190 3
111 281 3
111 285 5
111 247 2
111 208 -9
111 166 9
111 124 -3
111 242 4
111 170 8
111 178 5
111 238 -7
111 250 0
111 197 2
111 191 4
111 222 9
111 240 4
111 266 -3
111 214 -4
111 284 6
111 163 -8
111 156 -7
111 209 -10
111 251 4
111 160 -7
111 151 -4
111 121 -10
111 269 -7
111 198 -9
111 140 -4
111 168 8
111 158 -2
111 195 -2
111 152 9
111 245 3
111 174 -9
111 194 -1
111 150 -1
111 145 7
111 143 0
111 165 9
111 277 -6
111 125 9
111 220 0
111 236 9
111 224 -5
111 264 -8
111 267 -1
111 279 -3
111 231 3
111 120 -3
111 137 6
111 159 7
111 138 10
111 199 -9
111 298 10
111 275 -2
111 207 3
111 282 -10
111 188 9
111 177 1
111 115 7
111 167 6
112 220 9
112 114 2
112 230 7
112 180 2
112 270 -10
112 264 10
112 142 -6
112 231 -8
112 163 3
112 140 10
112 191 1
112 187 4
112 197 6
112 265 2
112 235 9
112 146 7
112 297 10
112 218 -3
112 281 -8
112 176 7
112 169 4
112 258 1
112 251 -8
112 242 2
112 290 6
112 156 -4
112 255 -10
112 229 2
112 256 0
112 159 3
112 217 2
112 119 9
112 257 -7
112 123 0
112 238 8
112 173 -8
112 213 -1
112 291 2
112 116 -10
112 127 0
112 138 -9
112 228 -2
112 113 4
112 293 0
112 183 5
112 145 -7
112 178 4
112 129 -5
112 165 2
112 166 8
112 249 10
112 141 -7
112 195 10
112 246 4
112 268 -7
112 155 -1
112 161 9
112 154 9
112 247 -10
112 132 -9
112 240 -9
112 175 -2
112 274 -8
112 224 -9
112 125 -4
112 261 -5
112 219 4
112 162 -4
112 250 -6
112 278 7
112 300 -2
112 157 5
112 232 7
112 214 6
112 288 -7
112 276 8
112 225 4
112 185 -7
112 170 5
112 147 0
112 286 4
112 131 -10
112 203 4
112 210 -9
112 259 9
112 160 7
112 262 -10
112 194 2
112 271 4
112 198 -4
112 181 -8
112 204 0
112 233 0
112 212 0
112 149 -8
113 148 3
113 152 -1
113 286 -5
113 133 3
113 195 7
113 198 -3
113 298 4
113 191 2
113 271 -5
113 196 8
113 155 -4
113 178 -10
113 225 -1
113 137 -6
113 240 4
113 241 1
113 232 -6
113 143 6
113 296 0
113 157 10
113 189 9
113 150 3
113 294 1
113 249 -2
113 206 1
113 244 10
113 144 1
113 233 8
113 124 -10
113 165 9
113 170 -10
113 252 4
113 166 -1
113 167 -8
113 239 4
113 213 -7
113 164 1
113 162 0
113 300 2
113 168 9
113 160 7
113 159 -7
113 156 3
113 211 -6
113 219 -5
113 214 6
113 199 4
113 299 4
113 263 8
113 122 -4
113 281 -7
113 265 1
113 231 -6
113 284 -10
113 193 -2
113 275 -6
113 131 -4
113 135 9
113 181 0
113 280 -2
113 274 9
113 251 8
113 234 1
113 180 -5
113 205 9
113 269 -5
113 230 2
113 255 -3
113 194 -2
113 188 4
113 177 8
113 285 -7
113 182 -10
113 146 8
113 210 -6
113 186 8
113 190 1
